Date-Time,temperature,light 
05/02/2023 00:00,9.52,4458.24
05/02/2023 01:00,9.78,4418.56
05/02/2023 02:00,10.04,4441.6
05/02/2023 03:00,10.12,4424.96
05/02/2023 04:00,10.16,4428.8
05/02/2023 05:00,9.99,4368.64
05/02/2023 06:00,10.08,4391.68
05/02/2023 07:00,10.25,4408.32
05/02/2023 08:00,10.04,4343.04
05/02/2023 09:00,10.12,4385.28
05/02/2023 10:00,10.29,4422.4
05/02/2023 11:00,10.21,4277.76
05/02/2023 12:00,10.16,3498.24
05/02/2023 13:00,8.11,0
05/02/2023 14:00,4.24,0
05/02/2023 15:00,3.43,0
05/02/2023 16:00,3.13,0
05/02/2023 17:00,4.24,0
05/02/2023 18:00,4.76,0
05/02/2023 19:00,3.26,0
05/02/2023 20:00,3.13,0
05/02/2023 21:00,2.83,0
05/02/2023 22:00,2.87,0
05/02/2023 23:00,2.79,0
05/03/2023 00:00,2.57,0
05/03/2023 01:00,3.39,0
05/03/2023 02:00,5.45,0
05/03/2023 03:00,6.43,0
05/03/2023 04:00,6.95,60.26
05/03/2023 05:00,9.14,4967.68
05/03/2023 06:00,9.39,4520.96
05/03/2023 07:00,9.82,4490.24
05/03/2023 08:00,10.29,4527.36
05/03/2023 09:00,10.12,4441.6
05/03/2023 10:00,10.04,4437.76
05/03/2023 11:00,10.29,4451.84
05/03/2023 12:00,10.12,4412.16
05/03/2023 13:00,10.34,4451.84
05/03/2023 14:00,10.25,4435.2
05/03/2023 15:00,9.86,4376.32
05/03/2023 16:00,9.99,4382.72
05/03/2023 17:00,10.21,4418.56
05/03/2023 18:00,10.38,3735.04
05/03/2023 19:00,8.28,0
05/03/2023 20:00,4.42,0
05/03/2023 21:00,3.56,0
05/03/2023 22:00,3.34,0
05/03/2023 23:00,3.09,0
05/04/2023 00:00,3.26,0
05/04/2023 01:00,4.16,0
